"a","Right",,,"1649361942355","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361942849","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361942884","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361942914","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361942946","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361942978","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943010","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943042","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943074","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943108","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943140","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943175","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943207","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943239","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943271","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943307","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943339","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943370","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943398","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943430","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943462","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943494","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943682","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361943884","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361944064","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361944260","main.py","1.1.12 for 2019-2020 @t1"
"e","","x","185","1649361950202","main.py","1.1.12 for 2019-2020 @t1"
"e","e","","185","1649361950214","main.py","1.1.12 for 2019-2020 @t1"
"k","e",,"186","1649361950214","main.py","1.1.12 for 2019-2020 @t1"
"e","q","","186","1649361950441","main.py","1.1.12 for 2019-2020 @t1"
"k","q",,"187","1649361950449","main.py","1.1.12 for 2019-2020 @t1"
"e","u","","187","1649361950706","main.py","1.1.12 for 2019-2020 @t1"
"k","u",,"188","1649361950710","main.py","1.1.12 for 2019-2020 @t1"
"e","a","","188","1649361951282","main.py","1.1.12 for 2019-2020 @t1"
"k","a",,"189","1649361951286","main.py","1.1.12 for 2019-2020 @t1"
"e","t","","189","1649361951536","main.py","1.1.12 for 2019-2020 @t1"
"k","t",,"190","1649361951536","main.py","1.1.12 for 2019-2020 @t1"
"e","i","","190","1649361951656","main.py","1.1.12 for 2019-2020 @t1"
"k","i",,"191","1649361951656","main.py","1.1.12 for 2019-2020 @t1"
"e","o","","191","1649361951812","main.py","1.1.12 for 2019-2020 @t1"
"k","o",,"192","1649361951812","main.py","1.1.12 for 2019-2020 @t1"
"e","n","","192","1649361951920","main.py","1.1.12 for 2019-2020 @t1"
"k","n",,"193","1649361951920","main.py","1.1.12 for 2019-2020 @t1"
"a","Copy",,,"1649361953672","main.py","1.1.12 for 2019-2020 @t1"
"a","Right",,,"1649361955070","main.py","1.1.12 for 2019-2020 @t1"
"a","Backspace",,,"1649361955209","main.py","1.1.12 for 2019-2020 @t1"
"e","","x","279","1649361955230","main.py","1.1.12 for 2019-2020 @t1"
"a","Paste",,,"1649361955494","main.py","1.1.12 for 2019-2020 @t1"
"p","equation",,"279","1649361955494","main.py","1.1.12 for 2019-2020 @t1"
"e","equation","","279","1649361955510","main.py","1.1.12 for 2019-2020 @t1"
"a","Copy",,,"1649361964474","main.py","1.1.12 for 2019-2020 @t1"
"a","Outside edit","","","1649361983486","main.py","1.1.12 for 2019-2020 @t1"
"a","Outside edit","","","1649361983486",".gitignore","1.1.12 for 2019-2020 @t1"
"a","Outside edit","","","1649361983486","main.py","1.1.12 for 2019-2020 @t1"
"x","true","true","true","1649361983490","a02363876@usu.edu","1.1.12 for 2019-2020 @t1"
"a","PyPhanon Init","","","1649361983490","PyPhanon Init","1.1.12 for 2019-2020 @t1"
"e","s","","116","1649362005921","main.py","1.1.12 for 2019-2020 @t1"
"k","s",,"117","1649362005925","main.py","1.1.12 for 2019-2020 @t1"
"e","s","","239","1649362007692","main.py","1.1.12 for 2019-2020 @t1"
"k","s",,"240","1649362007692","main.py","1.1.12 for 2019-2020 @t1"
